Date,Close,High,Low,Open,Volume
2016-09-01,185.1757049560547,185.46531837768464,184.01723827189448,185.158665049594,97844200
2016-09-02,186.0104522705078,186.43635888870114,185.43973896184536,186.02749217457432,79293900
2016-09-06,186.57260131835938,186.64926136932482,185.57598166290387,186.2915014671845,56702100
2016-09-07,186.55560302734375,186.73448951712933,185.95082293799388,186.41079634401157,76554900
2016-09-08,186.12973022460938,186.49601672347939,185.8230768990411,186.22343021291192,74102900
2016-09-09,181.67471313476562,184.8690125447181,181.649159779297,184.81790583378086,221589100
2016-09-12,184.28131103515625,184.6816643799165,180.84850401338392,180.91665064628367,168110900
2016-09-13,181.6321258544922,183.26760564649985,181.010305854894,183.0035456328748,182828800
2016-09-14,181.56399536132812,182.88430854433517,181.01032192860217,181.68324870057552,134185500
2016-09-15,183.3783416748047,183.76165500904514,181.22325535365334,181.40214184170566,134427900
2016-09-16,182.6695098876953,182.94347334278845,181.98462737655555,182.76368319247152,155236400
2016-09-19,182.70375061035156,183.96224239525162,182.37842229326847,183.32015528309017,80250500
2016-09-20,182.71229553222656,183.71394979635636,182.67805663625666,183.55985516954945,69665300
2016-09-21,184.7669677734375,184.94674482420382,182.72940744279296,183.4143028791124,110284400
2016-09-22,185.93133544921875,186.23098138547766,185.52897279847716,185.7772407825473,76678700
2016-09-23,184.9125213623047,185.67446416968156,184.81834806866058,185.53748245832742,73630900
2016-09-26,183.41427612304688,184.26182250818067,183.2173600593985,184.0820454836398,89827300
2016-09-27,184.55296325683594,184.6471234918225,182.8835263269881,183.2516630614715,78494800
2016-09-28,185.46896362304688,185.62307129089558,183.81666606772146,184.77551177596033,87411000
2016-09-29,183.79104614257812,185.6659429820276,183.2431322178197,185.26356726473486,128070600
2016-09-30,185.17788696289062,185.879895265527,184.37313586079327,184.62140374429694,117202900
2016-10-03,184.73269653320312,184.95528197487212,184.09916603466326,184.7669484862553,83512100
2016-10-04,183.79104614257812,185.0666641679634,183.20033685226386,184.84407862653913,119948100
2016-10-05,184.6042938232422,185.0323518152725,184.34745641536537,184.4159472616854,72816000
2016-10-06,184.73269653320312,184.95528197487212,183.84234170323464,184.3816858625273,62927400
2016-10-07,184.0992431640625,185.17795806116646,183.37155214799031,185.00673741404938,89788300
2016-10-10,185.05804443359375,185.52034134257795,184.91250627588957,185.05804443359375,51855000
2016-10-11,182.7208251953125,184.69846405905517,181.99313445883374,184.62997321386428,130367400
2016-10-12,182.96055603027344,183.48278731258375,182.36126437989276,182.85781322727746,73866100
2016-10-13,182.36123657226562,182.8577853439333,180.8202384585352,181.63354592151325,101357000
2016-10-14,182.4554443359375,183.79955277491104,182.37839702834248,183.3372428027531,93346200
2016-10-17,181.82196044921875,182.68663309755578,181.64217030162976,182.4297956281271,58275700
2016-10-18,182.96055603027344,183.47421779207957,182.5838629003062,183.41429646501757,76869700
2016-10-19,183.44851684570312,183.75671909700407,182.86636429507476,183.22593141104383,66519200
2016-10-20,183.1061248779297,183.66259514566121,182.44691178997869,183.09755535598893,73639800
2016-10-21,183.1916961669922,183.2773129914425,182.14723361250657,183.10609240583523,89089100
2016-10-24,183.9708251953125,184.3389619852428,183.6198143885481,184.0649985077786,60146600
2016-10-25,183.35430908203125,184.0477607511905,183.19164499898605,183.79092341287125,66542300
2016-10-26,182.98623657226562,183.56838917561575,182.29277164656682,182.53249614221528,75705500
2016-10-27,182.4982452392578,183.73961082038784,182.42119793483377,183.70537192840828,77220200
2016-10-28,181.95887756347656,183.14887820685595,181.24831282341424,182.4725523568128,140623200
2016-10-31,181.9674835205078,182.51539731357715,181.8048193679365,182.29279876235523,61272500
2016-11-01,180.6490020751953,182.3441208756771,179.44188864631383,182.29274295115147,122781800
2016-11-02,179.56179809570312,180.7261165309572,179.12517051792338,180.34085382978796,103330800
2016-11-03,178.73988342285156,179.98981843271363,178.46593311724016,179.77578944949215,88939300
2016-11-04,178.5430145263672,179.69020696041335,178.39747635756683,178.85121684361937,109122100
2016-11-07,182.4811248779297,182.51537683425684,178.54299901440498,178.54299901440498,109794900
2016-11-08,183.30303955078125,183.86807937626546,181.82196218697854,182.08735611804934,106772100
2016-11-09,185.24636840820312,185.86277292051915,181.78765274873078,181.8133351814696,258429000
2016-11-10,185.70872497558594,186.8987259738683,184.25333004480336,186.03405331261018,172113300
